id,year,bbl,organization_name,dbn,short_dbn,project_title,project_type,organization_address,requested_amt,requested_amt_c,funding,funding_c,lat,lng,CounDist,BoroCD
704,2018,1002850029,"Gina Gibney Dance, Inc.",,,Accessible Elevator for 280 Broadway,Cultural Organization,"197 East
Broadway, 10002",,,165000,165000,40.71422,-73.98822,1,103
715,2018,1002880078,Henry Street Settlement,,,Abrons Arts Center: Interior Improvement,Cultural Organization,"265 Henry Street,
10002",,,200000,200000,40.71386,-73.98453,1,103
988,2019,1002880080,Henry Street Settlement,,,Firehouse Initial Outfitting,Cultural Organization,"269 Henry Street New York, NY 10002",,,"$80,000",80000,40.71408,-73.98435,1,103
989,2019,1002880080,Henry Street Settlement,,,Initial Outfitting the Firehouse,Cultural Organization,"269 Henry Street New York, NY 10002",,,"$80,000",80000,40.71408,-73.98435,1,103
1098,2019,1002890001,P.S. 124 Yung Wing,02M124,M124,Technology Upgrades,Public School,"40 Division Street New York, NY 10004",,,"$100,000",100000,40.71494,-73.99571,1,103
1358,2020,1002890001,P.S. 124 Yung Wing,02M124,M124,Technology Upgrade,Public School,"40 Division Street 
New York, NY 10002",,,"$75,000",75000,40.71494,-73.99571,1,103
648,2018,1002947502,Asian Americans for Equality Inc. (AAFE),,,2 Allen Street 6BCDEF,Housing,2 Allen Street,,,300000,300000,40.71441,-73.99279,1,103
963,2019,1003010003,Emma Lazarus High School for English Language Scholars,02M394,M394,Bathroom Renovations,Public School,"100 Hester Street 
New York, NY 10002",,,"$100,000",100000,40.71621,-73.99351,1,103
1256,2020,1003010003,Emma Lazarus High School for English Language Scholars,02M394,M394,Technology Upgrade,Public School,"100 Hester Street 
New York, NY 10002",,,"$100,000",100000,40.71621,-73.99351,1,103
743,2018,1003010003,M.S. 131 Dr. Sun Yat Sen Middle School,02M131,M131,"Advancing Arts & Community through Multimedia Technology
in Our Common",Public School,"100 Hester Street New York, NY 10002",,,100000,100000,40.71655,-73.99309,1,103
1294,2020,1003010003,M.S. 131 Dr. Sun Yat Sen Middle School,02M131,M131,A+STEM Lab,Public School,"100 Hester Street 
New York, NY 10002",,,"$100,000",100000,40.71621,-73.99351,1,103
590,2017,1003010003,PACE High School,02M298,M298,Classroom Technology Upgrade,Public School,100 Hester Street,,,100000,100000,40.71655,-73.99309,1,103
831,2018,1003010003,PACE High School,02M298,M298,Classroom Technology Upgrades,Public School,"100 Hester Street, New York, NY
10002",,,100000,100000,40.71655,-73.99309,1,103
1128,2019,1003010003,PACE High School,02M298,M298,Technology Upgrades,Public School,"100 Hester Street 
New York, NY 10002",,,"$100,000",100000,40.71621,-73.99351,1,103
1397,2020,1003010003,PACE High School,02M298,M298,Technology Upgrade,Public School,"100 Hester Street 
New York, NY 10002",,,"$75,000",75000,40.71621,-73.99351,1,103
789,2018,1003090001,P.S. 042 Benjamin Altman,02M042,M042,Bathroom Upgrades,Public School,71 Hester Street,,,100000,100000,40.71591,-73.9909,1,103
1091,2019,1003090001,P.S. 042 Benjamin Altman,02M042,M042,Technology Upgrades,Public School,"71 Hester Street New York, NY 10002",,,"$60,000",60000,40.71613,-73.99099,1,103
1345,2020,1003090001,P.S. 042 Benjamin Altman,02M042,M042,Gym Water Fountains,Public School,"71 Hester Street 
New York, NY 10002",,,"$50,000",50000,40.71613,-73.99099,1,103
852,2018,1003110001,Seward Park,,,Restoration of Schiff Fountain,Park,"Seward Park, East Broadway at Essex Street, New York, NY 10002",,,200000,200000,40.7148,-73.98929,1,103
413,2016,1003110031,Seward Park Library Branch,,,Boiler Replacement,Library,"192 E Broadway, New York, NY 10002",,,250000,250000,40.7142,-73.98866,1,103
292,2016,1003160200,East River Park - Soccer Field,,,Soccer Field & Tracks,Park,East 6th Street and East River Park,,,100000,100000,40.72123,-73.9735,2,103
358,2016,1003160200,"Outstanding Renewal
Enterprises Inc. (D.B.A. Lower East Side Ecology Center)",,,East River Fire Boat House Renovation,Cultural Organization,"East River Park, East River Promenade, New York, NY, United States",,,250000,250000,40.71381,-73.97617,2,103
12,2014,1003250025,Bard High School Early College,01M696,M696,Electrical Outlet Upgrade Project,Public School,525 East Houston Street,"$250,000.00",250000,0,0,40.71903,-73.97589,2,103
463,2017,1003250025,Bard High School Early College,01M696,M696,Classroom Technology Upgrade,Public School,525 East Houston Street,,,100000,100000,40.71903,-73.97589,2,103
654,2018,1003250025,Bard High School Early College,01M696,M696,Auditorium Renovation,Public School,"525 East Houston Street, New York, NY 10002",,,50000,50000,40.71903,-73.97589,2,103
1225,2020,1003250025,Bard High School Early College,01M696,M696,Art Room Upgrade,Public School,"525 East Houston Street 
New York, NY 10002",,,"$75,000",75000,40.71821,-73.97608,2,103
1258,2020,1003310140,Florence Nightingale,01M110,M110,Technology Upgrade,Public School,"285 Delancey Street 
New York, NY 10002",,,"$75,000",75000,40.71542,-73.97999,1,103
76,2014,1003350001,"NEST+M (New Explorations Into Science, Technology & Math)",01M539,M539,NEST+m GreenLab Project,Public School,111 Columbia Street,"* 836,344.00",836344,200000,200000,40.7189,-73.97931,2,103
349,2016,1003350001,"NEST+M (New Explorations Into Science, Technology & Math)",01M539,M539,Technology Upgrades,Public School,"111 Columbia St, New York, NY 10002",,,100000,100000,40.7189,-73.97931,2,103
528,2017,1003350001,"NEST+M (New Explorations Into Science, Technology & Math)",01M539,M539,Classroom Technology Upgrade,Public School,111 Columbia Street,,,100000,100000,40.7189,-73.97931,2,103
767,2018,1003350001,"NEST+M (New Explorations Into Science, Technology & Math)",01M539,M539,Classroom Technology Upgrades,Public School,"111 Columbia
Street, NY, NY, 10002",,,100000,100000,40.7189,-73.97931,2,103
1040,2019,1003350001,"NEST+m (New Explorations into Science, Technology and Math)",01M539,M539,Bathroom Renovations,Public School,"111 Columbia Street New York, NY 10002",,,"$50,000",50000,40.71908,-73.97962,2,103
1315,2020,1003350001,"NEST+m (New Explorations into Science, Technology and Math)",01M539,M539,Bathroom Upgrade,Public School,"111 Columbia Street 
New York, NY 10002",,,"$100,000",100000,40.71908,-73.97962,2,103
52,2014,1003360028,Henry Street Settlement,,,Building Envelope Renovation Project,Cultural Organization,466 Grand Street,"* 325,000.00",325000,325000,325000,40.71516,-73.98405,1,103
174,2015,1003360028,Henry Street Settlement,,,"Abrons Arts Center Gallery
Expansion",Cultural Organization,"466 Grand Street, New York, NY 10002",,,"$250,000",250000,40.71516,-73.98405,1,103
314,2016,1003360028,Henry Street Settlement,,,Abrons Arts Center Accessibility Improvements,Cultural Organization,466 Grand Street,,,200000,200000,40.71516,-73.98405,1,103
490,2017,1003380001,"Grand Street Settlement, Inc.",,,80 Pitt Street Renovation,Cultural Organization,"80 Pitt Street, New York NY 10002",,,250000,250000,40.71833,-73.98245,2,103
708,2018,1003380001,"Grand Street Settlement, Inc.",,,80 Pitt Street Renovation,Cultural Organization,"80 Pitt Street
10002",,,250000,250000,40.71833,-73.98245,2,103
558,2017,1003430001,P.S. 142 Amalia Castro School,01M142,M142,Classroom Technology Upgrade,Public School,100 Attorney Street,,,100000,100000,40.71838,-73.98445,1,103
803,2018,1003430001,P.S. 142 Amalia Castro School,01M142,M142,Classroom Technology Upgrades,Public School,"100 Attorney
Street, New York,
NY 10002",,,35000,35000,40.71838,-73.98445,1,103
1102,2019,1003430001,P.S. 142 Amalia Castro School,01M142,M142,Bathroom Renovations,Public School,"100 Attorney Street New York, NY 10002",,,"$100,000",100000,40.71823,-73.98409,1,103
1365,2020,1003430001,P.S. 142 Amalia Castro School,01M142,M142,Technology Upgrade,Public School,"100 Attorney Street 
New York, NY 10002",,,"$100,000",100000,40.71823,-73.98409,1,103
557,2017,1003440001,P.S. 140 Nathan Straus Preparatory School of Humanities,01M140,M140,Classroom Technology Upgrade,Public School,123 Ridge Street,,,100000,100000,40.71925,-73.98306,1,103
802,2018,1003440001,P.S. 140 Nathan Straus Preparatory School of Humanities,01M140,M140,Classroom Technology Upgrades,Public School,"123 Ridge Street, New York, NY
10002",,,35000,35000,40.71925,-73.98306,1,103
1101,2019,1003440001,P.S. 140 Nathan Straus Preparatory School of Humanities,01M140,M140,Technology Upgrades,Public School,"123 Ridge Street 
New York, NY 10002",,,"$100,000",100000,40.71904,-73.98356,1,103
1364,2020,1003440001,P.S. 140 Nathan Straus Preparatory School of Humanities,01M140,M140,Technology Upgrade,Public School,"123 Ridge Street 
New York, NY 10002",,,"$75,000",75000,40.71904,-73.98356,1,103
1233,2020,1003450058,Breaking Ground II Housing Development Fund Corporation,,,The Lee Roof Deck,Housing,"133 Pitt Street New York, NY 10002",,,"$36,000",36000,40.7205,-73.9817,2,103
1,2014,1003490033,ABC No Rio,,,Multi Use Arts Center Project,Cultural Organization,156 Rivington Street,"* 250,000.00",250000,125000,125000,40.71921,-73.98545,1,103
6,2014,1003530052,Asian Americans for Equality Inc. (AAFE),,,Rehabilitation Project for Phase II Affordable Housing Tenement Preservation,Housing,108 Norfolk Street,"* 500,000.00",500000,0,0,40.71895,-73.98706,1,103
158,2015,1003530052,Asian Americans for Equality Inc. (AAFE),,,Lower Manhattan Affordable Housing Boiler Replacement,Housing,"108 Norfolk Street, New York, NY 10002",,,"$100,000",100000,40.71895,-73.98706,1,103
24,2014,1003530054,Clemente Velez Cultural & Education Center,,,CSV Sprinkler Safety Egress ADA Project,Cultural Organization,"107 Suffolk Street, Rm. 312","* 500,000.00",500000,0,0,40.71894,-73.98612,1,103
280,2016,1003530054,Clemente Velez Cultural & Education Center,,,Center Renovation,Cultural Organization,107 Suffolk Street,,,100000,100000,40.71894,-73.98612,1,103
667,2018,1003530054,Clemente Velez Cultural & Education Center,,,Code/Accessibility Renovations,Cultural Organization,"107 Suffolk Street New York, NY
10002",,,250000,250000,40.71894,-73.98612,1,103
1013,2019,1003530054,Latin American Theater Experiment and Associates,,,Chill LATEA,Cultural Organization,"107 Suffolk Street, New York, NY, 10002",,,$0,0,40.7191,-73.98627,1,103
237,2015,1003530054,"Society of the Educational Arts, Inc. (SEA)",,,Teatro SEA Renovations,Cultural Organization,"107 Suffolk Street, Suite 202, New York,
NY 10002",,,"$35,000",35000,40.71894,-73.98612,1,103
1152,2019,1003530054,"Society of the Educational Arts, Inc. (SEA)",,,Teatro SEA Computer and IT Systems,Cultural Organization,"107 Suffolk Street New York, NY 10002",,,"$75,000",75000,40.7191,-73.98627,1,103
1153,2019,1003530054,"Society of the Educational Arts, Inc. (SEA)",,,Teatro SEAs,Cultural Organization,"107 Suffolk Street New York, NY 10002",,,"$75,000",75000,40.7191,-73.98627,1,103
931,2019,1003537503,Chelsea Film Festival,,,Chelsea Film Festival 2019,Cultural Organization,"115 Norfolk Street New York, NY",,,"$2,000.00",2000,40.71927,-73.98715,1,103
333,2016,1003540080,Lower East Side Preparatory High School,01M515,M515,Technology Upgrades,Public School,"145 Stanton St, New York, NY 10002",,,100000,100000,40.72058,-73.98565,1,103
756,2018,1003540080,Marta Valle High School,01M509,M509,Marta Valle Culinary Arts Program,Public School,"145 Stanton Street, New York,
NY 10002",,,150000,150000,40.72058,-73.98565,1,103
1026,2019,1003540080,Marta Valle High School,01M509,M509,Bathroom Renovation,Public School,"145 Stanton Street New York, NY 10002",,,"$100,000",100000,40.7202,-73.98596,1,103
629,2017,1003540080,The School for Global Leaders,01M378,M378,Library Upgrade,Public School,145 Stanton Street,,,100000,100000,40.72058,-73.98565,1,103
1085,2019,1003550001,P.S. 020 Anna Silver,01M020,M020,Hydroponics Science Classroom,Public School,"166 Essex Street New York, NY 10002",,,"$100,000",100000,40.72128,-73.98632,1,103
915,2019,1003720011,Asian Americans for Equality Inc. (AAFE),,,East Village Homes (NCP) (FINAL),Housing,"302 East 2nd Street and 276 East 3rd Street, New York, NY 10009",,,"$300,000",300000,40.72135,-73.98039,2,103
1222,2020,1003720011,Asian Americans for Equality Inc. (AAFE),,,East Village Homes,Housing,302 East 2nd Street and 276 East 3rd Street New York 10009,,,"$100,000",100000,40.72135,-73.98039,2,103
13,2014,1003720064,"Barrier Free Living, Inc.",,,Interior Safety and Structural Renovation Project,Social Services Organization,270 East 2nd Street,"* 600,000.00",600000,0,0,40.72082,-73.9806,2,103
1226,2020,1003720064,"Barrier Free Living, Inc.",,,Freedom Village,Social Services Organization,"270 East 2nd Street New York, NY",,,"$250,000",250000,40.72092,-73.98037,2,103
1083,2019,1003740020,P.S. 015 Roberto Clemente (Family Resource Center School),01M015,M015,Laptop Cart,Public School,"333 East 4th Street New York, NY 10035",,,"$100,000",100000,40.72188,-73.97871,2,103
357,2016,1003770016,Oasis Garden,,,City Water Access,Park,370-388 East 8th Street,,,59000,59000,40.72421,-73.9773,2,103
436,2016,1003777503,The Lower Eastside Girls Club,,,"Girls Club Program Expansion on
Avenue D",Social Services Organization,101 Avenue D,,,167000,167000,40.72331,-73.97632,2,103
880,2018,1003777503,The Lower Eastside Girls Club,,,Girls Club 101 Avenue D Renovation,Social Services Organization,101 Avenue D,,,250000,250000,40.72331,-73.97632,2,103
1201,2019,1003820100,"Village East Towers, Inc.",,,Automatic Sliding Doors Systems,Housing,"411 East 10th Street New York, NY 10009",,,"$54,000",54000,40.72569,-73.97623,2,103
1202,2019,1003820100,"Village East Towers, Inc.",,,Automatic Sliding Doors Systems,Housing,"411 East 10th Street, New York, New York 10009",,,"$54,000",54000,40.72569,-73.97623,2,103
1455,2020,1003820100,"Village East Towers, Inc.",,,Elevator Upgrade & Electronic Access,Housing,"411 East 10th Street New York, NY 10009",,,"$91,000",91000,40.72569,-73.97623,2,103
354,2016,1003850023,Nuyorican Poets Cafe Inc.,,,Renovation of 236 East 3rd Street,Cultural Organization,236 East 3rd,,,250000,250000,40.72207,-73.98171,2,103
535,2017,1003850023,Nuyorican Poets Cafe Inc.,,,Nuyorican Poets Cafe Renovation Project,Cultural Organization,"236 East 3rd Street, New York, NY 10009",,,250000,250000,40.72227,-73.98205,2,103
776,2018,1003850023,Nuyorican Poets Cafe Inc.,,,Nuyorican Poets Cafe Renovation Project,Cultural Organization,"236 East 3rd
Street 10009",,,450000,450000,40.72227,-73.98205,2,103
1326,2020,1003850023,Nuyorican Poets Cafe Inc.,,,Renovation Project,Cultural Organization,"236 East 3rd Street New York, NY 10009",,,"$100,000",100000,40.72199,-73.98179,2,103
791,2018,1003870001,P.S. 064 Robert Simon,01M064,M064,Dance Studio,Public School,"600 East 6 Street, New York, NY,
10009",,,225000,225000,40.72438,-73.98138,2,103
1190,2019,1003870001,Tompkins Square Middle School,01M839,M839,Technology Upgrades,Public School,"600 East 6th Street, New York, NY 10009",,,"$80,000",80000,40.72414,-73.9816,2,103
330,2016,1003910030,La Plaza Cultural Community Garden,,,Fence Renovation,Park,"East 9th and Avenue C, New York, NY 10009",,,70000,70000,40.72525,-73.97819,2,103
386,2016,1003940012,P.S. 361 - The Children's Workshop School,01M361,M361,Playground/Gym,Public School,"610 E 12th St, New York, NY 10009",,,67000,67000,40.72789,-73.97853,2,103
581,2017,1003940012,P.S. 361 - The Children's Workshop School,01M361,M361,Playground Resurfacing & Renovation,Public School,610 East 12th Street,,,225000,225000,40.72789,-73.97853,2,103
1118,2019,1003940012,P.S. 361 - The Children's Workshop School,01M361,M361,Refillable Water Stations,Public School,"610 East 12th Street New York, NY 10009",,,"$50,000",50000,40.72763,-73.97843,2,103
1386,2020,1003940012,P.S. 361 - The Children's Workshop School,01M361,M361,A+STEM Lab,Public School,"610 East 12th Street 
New York, NY 10009",,,"$80,000",80000,40.72763,-73.97843,2,103
1192,2019,1003960010,"University Settlement Society of New York, Inc.",,,Campos Plaza Cornerstone,Social Services Organization,"611 E 13th St, New York, NY 10009",,,$0,0,40.72878,-73.97761,2,103
304,2016,1004060024,Gouverneur Health,,,Roberto Celemente Center Renovation,City Facility,"540 E 13th St, New York, NY 10009",,,350000,350000,40.72919,-73.97961,2,103
488,2017,1004080030,Essex Street Academy,02M294,M294,Locker Room Renovation,Public School,350 Grand Street,,,150000,150000,40.71678,-73.98934,1,103
696,2018,1004080030,Essex Street Academy,02M294,M294,Boys' Locker Room Renovation,Public School,"350 Grand Street, New York, NY, 10002",,,200000,200000,40.71678,-73.98934,1,103
1291,2020,1004080030,Lower Manhattan Arts Academy,02M308,M308,Technology Upgrade,Public School,"350 Grand Street, New York, NY, 10002",,,"$75,000",75000,40.71748,-73.98932,1,103
